"","Month","Count","linear","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","predict"
"73","2017-01",2992,73,1,0,0,0,0,0,0,0,0,0,0,0,2897.20833333333
"74","2017-02",2372,74,0,1,0,0,0,0,0,0,0,0,0,0,2384.63690476191
"75","2017-03",2289,75,0,0,1,0,0,0,0,0,0,0,0,0,2695.49404761905
"76","2017-04",2633,76,0,0,0,1,0,0,0,0,0,0,0,0,2876.35119047619
